house_name,location,bedroom_count,bathroom_count,carport_count,price,land_area,building_area (m2)
Rumah Cashback di Cipamokolan Free Ppn Dekat Metro Indah Mall,"Rancasari, Bandung",2,1,1,800000000,72,42
Rumah Minimalis Di Jual Cepat Di Grand Sharon Residence,"Rancasari, Bandung",2,1,0,875000000,96,60
Dijual Rumah Siap Pakai Sangat Cocok Untuk Invest di Grand Sharon,"Rancasari, Bandung",2,1,1,865000000,96,60
Dijual Rumah Minimalis Lingkungan Asri Harga Murah D Grand Sharon,"Rancasari, Bandung",2,1,1,755000000,78,50
" Rumah Unfurnished Bagus SHM - Sertifikat Hak Milik di Margahayu raya, Rancasari","Rancasari, Bandung",3,3,1,925000000,144,90
murah rumah 400jutaan di Perumahan Riungbandung Cipamokolan,"Rancasari, Bandung",2,1,1,475000000,99,60
murah rumah minimalis 700jutaan di Komplek Grand Sharon Bandung,"Rancasari, Bandung",2,1,1,760000000,78,48
cepat rumah nyaman di Komplek De Marrakesh Derwati Bandung,"Rancasari, Bandung",3,2,1,850000000,105,70
Rumah Dijual Minimalis Adem 600 Jutaan di Baturaden Techno,"Rancasari, Bandung",3,1,1,675000000,84,50
DIJUAL CEPAT RUMAH TUMBUH DLM KOMPLEK GRAND SHARON BANDUNG,"Rancasari, Bandung",3,2,2,2800000000,201,120
"Rumah 1,5lt di Demarakesh Cipamokolan Bandung","Rancasari, Bandung",3,2,1,699000000,90,60
Rumah Dijual Cepat Terawat di Perumahan Grand Sharon Residence,"Rancasari, Bandung",2,1,1,870000000,72,42
Jual Rumah Bagus Di Santosa Asih Rancasari Soekarno Hatta Bandung,"Rancasari, Bandung",7,2,1,1270000000,163,200
Dijual Rumah Perumahan Pesona Ciwastra Village di Mekar Jaya,"Rancasari, Bandung",2,1,1,900000000,97,50
"Dijual Perumahan Grand Sharon Residence di Mekarjaya, Bandung","Rancasari, Bandung",2,1,1,750000000,78,42
Dijual Rumah Homey di Rancasari Kawaluyaan Bandung Kota Harga Terbaik,"Rancasari, Bandung",4,2,1,995000000,97,130
Di jual rumah minimalis clasik 2 lantai lokasi strategis,"Rancasari, Bandung",3,2,1,1700000000,144,220
Rumah Minimalis Siap Huni Riung Bandung ,"Rancasari, Bandung",2,1,0,800000000,115,50
Sekali Langsung Cinta Beli Rumah Di De Marrakesh Park Bandung,"Rancasari, Bandung",2,1,1,800000000,90,60
JUAL RUMAH MINIMALIS GRAND SHARON RESIDENCE,"Rancasari, Bandung",3,2,1,1500000000,157,68
Rumah di Riung bandung SHM Cipamokolan Kota Bandung Soekarno  ,"Rancasari, Bandung",2,2,1,800000000,126,100
Rumah Baru Riung Bandung,"Rancasari, Bandung",3,2,2,1250000000,107,97
Smarthome Rumah Baru Pusat Kota di Kembar Sari Indah Bandung,"Regol, Bandung",3,3,0,2150000000,125,140
Rumah Bagus Murah Jalan Pasirluyu Bandung,"Regol, Bandung",4,3,2,6500000000,420,550
Rumah Terawat Pusat Kota Komplek Kembar Mas Harga Murah,"Regol, Bandung",5,3,2,4850000000,463,375
Rumah Siap Huni di Kembar Mas Utara Kota Bandung,"Regol, Bandung",2,1,0,1500000000,96,80
Rumah minimalis modern di kembar timur regol,"Regol, Bandung",4,3,1,2300000000,162,200
Perumahan Pasir Subur Regol - Bangunan Bagus Siap Huni - Turun Harga Jual Cepat (Good Invest),"Regol, Bandung",4,4,1,1890000000,120,200
Rumah mewah di jln ancol dijual,"Regol, Bandung",5,3,0,5500000000,495,600
Rumah Siap Huni Jalan Kembar,"Regol, Bandung",4,3,0,2500000000,160,240
Rumah Murah di Batumas Pasirluyu Bandung Dekat Tol Moh Toha,"Regol, Bandung",7,4,1,1470000000,129,200
"Rumah Kost Dalam Gang Jl, Pasundan Am","Regol, Bandung",9,2,0,400000000,70,60
"Dijual Murah, Rumah Kost 2 Lantai sayap BKR, lokasi Strategis","Regol, Bandung",22,14,1,3550000000,288,263
Rumah Baru Gresss Daerah Pasirluyu/Kembar Timur ,"Regol, Bandung",3,3,2,2190000000,114,123
Rumah 2 Lantai Luas Megah Siap Pakai di Komplek Batumas Bandung,"Regol, Bandung",4,4,2,4000000000,326,400
Rumah murah bagus siap huni di pasirluyu kota Bandung ,"Regol, Bandung",5,3,1,1500000000,145,210
"Dijual Cepat, Rumah Kost Murah,2 Lantai di Daerah Jalan Sri Remaja dekat BKR","Regol, Bandung",22,14,1,3550000000,288,263
Rumah nyaman di pusat kota Bandung 2 Lantai SHM kondisi Bagus ,"Regol, Bandung",3,2,1,1900000000,145,120
"Rumah Mewah Bagus SHM di Kurdi, Bandung","Regol, Bandung",4,4,1,3950000000,306,400
Rumah Tengah Kota Bandung Kembar Mas timur siap huni,"Regol, Bandung",5,5,0,3750000000,216,500
Rumah Murah Hitung Tanah Di Pasir Luyu Regol,"Regol, Bandung",3,2,1,2150000000,220,150
Kost Kostan Sayap Bkr Tegallega Soekarno Hatta Bandung,"Regol, Bandung",13,14,0,9500000000,406,950
Jual Rumah Posisi Hook di Srimahi Bandung,"Regol, Bandung",4,3,2,2850000000,201,250
Jual Rumah Baru Di Kembar Bandung,"Regol, Bandung",3,3,2,2300000000,140,168
Dijual Rumah Baru Di Jalan Kembar,"Regol, Bandung",3,2,1,2100000000,103,135
For Sale Rumah Bagus 2 Lantai Pasir Salam,"Regol, Bandung",3,2,3,1750000000,136,180
Turun Harga! Rumah baru Scandinavia Style Fasad di Sayap BKR,"Regol, Bandung",3,3,2,2290000000,117,146
Rumah Terawat Ada Kitchen Set di Batu Mas Bandung,"Regol, Bandung",4,2,0,1600000000,189,160
"Rumah Minimalis 2 Lantai di Kembar , Bandung Kota","Regol, Bandung",4,3,1,2200000000,149,100
Dijual Cepat Rumah Nyaman Terawat Turun Harga di Kembar,"Regol, Bandung",4,3,0,3100000000,308,600
Rumah di Pasir Salam Asri Regol Pasirluyu,"Regol, Bandung",5,3,1,1850000000,130,180
Rumah Nyaman Strategis di Komplek Griya Sukaati Regol Bandung,"Regol, Bandung",4,4,1,3000000000,258,206
Rumah Nyaman Siap Huni Bandung Tengah,"Regol, Bandung",4,3,1,1650000000,160,160
Rumah murah siap huni Kota Bandung dekat Buahbatu Tegalega ,"Regol, Bandung",4,2,1,1970000000,193,150
Dijual rumah siap huni di pasirluyu sayap BKR bandung,"Regol, Bandung",3,3,1,1850000000,134,122
"For : Rumah Full Renovasi &amp; Siap Huni di Kembar Sari Indah (Minimalis modern, lingkungan nyaman","Regol, Bandung",3,3,0,1350000000,105,95
"Rumah Kembar SariFull renovasi, minimalis modern lokasi di pusat kota dengan banyak akses. ","Regol, Bandung",3,2,0,1450000000,105,95
"Sweet Home, Hunian Semi Furnish di Kawasan Ancol Timur, Bandung","Regol, Bandung",4,3,1,4500000000,220,350
Sayap Ciateul Rumah Dijual,"Regol, Bandung",3,2,0,1500000000,170,100
Rumah Baru Modern Dan Murah di Komplek Kembar Bandung,"Regol, Bandung",3,2,2,2350000000,140,168
"Dijual Rumah 2 Lantai Bagus SHM di Pasir Jaya, Bandung","Regol, Bandung",5,3,0,3450000000,200,300
"Rumah Besar SHM Lingkungan Asri Suryalaya Regol,bandung","Regol, Bandung",6,3,2,5200000000,419,325
Rumah Strategis Di Mainroad Jl Sriwijaya Dekat Pusat Kota Bandung,"Regol, Bandung",4,1,2,4550000000,266,116
Rumah dengan rooftop siap huni di Sayap Srimahi,"Regol, Bandung",5,2,1,2700000000,99,136
Rumah lama bagus kokoh bersih terawat layak huni sayap Ciateul ,"Regol, Bandung",5,4,4,7200000000,407,400
Dijual Cepat dan Murah Kost- Kost an ,"Regol, Bandung",40,0,1,8500000000,245,700
Jual Atau Sewa Rumah Minimalis Siap Huni di Kembar Mas Bandung,"Regol, Bandung",2,2,0,1900000000,120,120
Rumah Siap Huni Strategis di Pasir Salam Sayap Bkr Bandung,"Regol, Bandung",5,3,1,5000000000,279,325
Rumah Mewah Siap Huni di Pasirluyu Sayap Bkr Bandung ,"Regol, Bandung",4,4,2,2950000000,200,220
Dijual Rumah Terawat Hook Siap Huni Kembar Regol,"Regol, Bandung",5,3,2,4990000000,463,375
Blow Your Mind Beli Rumah Nyaman di Regol Bandung Kota,"Regol, Bandung",9,5,4,12500000000,1510,510
Oke Gas Beli Rumah Impian Area Terbaik di Regol Bandung Kota,"Regol, Bandung",5,5,2,7250000000,540,500
Gemesin Nih Rumah Mewah di Area Srimahi Sayap Bkr Bandung Kota,"Regol, Bandung",8,4,1,6450000000,719,422
Keluarga Bahagia Beli Yuk Rumah Di Kembar Regol Bandung Kota,"Regol, Bandung",4,2,1,1900000000,140,200
Dijual Rumah Luxury di Jalan Banteng Bandung,"Regol, Bandung",2,1,2,10000000000,208,478
Dijual Rumah Akses Motor Di Gg Silih Asih Moh Toha Bandung,"Regol, Bandung",9,2,0,890000000,63,120
Dijual Rumah Akses Motor Di Gg Silih Asih Moh Toha Bandung,"Regol, Bandung",9,2,0,890000000,63,120
Dijual Rumah Lokasi di Komplek Kembar Bandung,"Regol, Bandung",4,4,0,3200000000,249,325
Rumah Kembar Tengah,"Regol, Bandung",4,2,0,4800000000,499,268
Rumah Mewah di Pasirluyu Bkr Bandung Siap Huni,"Regol, Bandung",4,4,2,4500000000,225,400
Rumah Siap Huni di Jalan Ancol Timur,"Regol, Bandung",4,3,3,3950000000,232,300
Dijual Rumah Tua Hiung Tanah Luas Tengah Kota di Kembar,"Regol, Bandung",4,2,2,3200000000,394,300
Jual Langka Tahun Ini Rumah Pusat Kota Bandung Di Buahbatu Bandung ,"Regol, Bandung",4,4,1,1350000000,86,160
Rumah hoki cantik super nyaman di Bandung,"Regol, Bandung",4,2,4,11000000000,800,422
"Rumah siap huni super nyaman di Srimahi, Bandung","Regol, Bandung",6,3,0,6500000000,348,192
Rumah Dijual Nyaman di Kembar Mas Bisa Untuk Usaha,"Regol, Bandung",7,4,0,5500000000,375,375
Rumah dua lantai siap huni di pasir salam,"Regol, Bandung",3,2,2,2300000000,147,145
Dijual rumah besar diKembar Mas lokasi strategis,"Regol, Bandung",7,4,2,5500000000,375,375
Rumah Baru 2 Lantai di Kembar Sriwijaya Kota Bandung,"Regol, Bandung",4,3,2,2250000000,107,160
RUMAH MEWAH DIJUAL BISA UNTUK KANTOR ATAU COFFEE SHOP DI REGOL BANDUNG,"Regol, Bandung",7,4,2,5500000000,375,375
Rumah 2 Lantai Bagus Untuk Tinggal Dan Usaha di Kembar Mas ,"Regol, Bandung",7,4,2,5500000000,375,375
"Jual Rumah SHM - Sertifikat Hak Milik di Kembar, Regol","Regol, Bandung",3,2,1,1450000000,94,130
Rumah Hitung Tanah Pusat Kota Di Kembar Baru Bandung,"Regol, Bandung",5,3,1,1800000000,147,170
Rumah On Progress Jl. Kembar Bandung (MCE),"Regol, Bandung",3,2,2,2200000000,140,125
Rumah SHM Bagus di Kembar timur Bandung,"Regol, Bandung",5,3,1,3500000000,257,257
Rayuan Mantap Beliin Rumah Di Ancol Timur Regol Bandung Kota,"Regol, Bandung",4,3,1,4500000000,220,350
Jangan Cuek Beli Segera Rumah Nyaman Di Pasirluyu Barat Bandung,"Regol, Bandung",4,3,2,6800000000,441,550
"Dijual Rumah Di Area Alun2 Bandung, Jalan Pasundan ","Regol, Bandung",3,2,0,618000000,85,85
Dijual Rumah Mewah Harga Murah di Jalan Kembar Bandung.,"Regol, Bandung",4,3,2,11000000000,800,500
Dijual Rumah Lux 2 Lantai di Kembar,"Regol, Bandung",4,3,2,5500000000,488,400
"Rumah di Jalan Kembar, Bandung","Regol, Bandung",4,2,0,3100000000,289,200
"Rumah 2 Lantai di Jalan Kembar, Bandung","Regol, Bandung",4,5,0,2500000000,200,140
"Rumah Tengah Kota, Kotabaru Raya, Sayap Bkr, Dekat Taman Tegalega","Regol, Bandung",5,3,3,5600000000,321,210
Rumah Terawat Siap Huni di Kembar Sriwijaya Buah batu,"Regol, Bandung",5,3,3,2500000000,202,220
Rumah Mewah Murah 2 Lantai Strategis Sayap Bkr ,"Regol, Bandung",3,2,2,1990000000,150,160
Rumah Mewah Terawat Lokasi Mantep Sayap Bkr,"Regol, Bandung",7,4,1,4500000000,330,500
"Komplek Kembar Mas, Regol, Kodya Bandung","Regol, Bandung",3,2,0,1500000000,120,100
Di Jual Cepat Rumah Tengah Kota Di Jl Sawah Kurung,"Regol, Bandung",2,2,1,1750000000,130,145
Di Jual Cepat Rumah Tengah Kota Jl Sawah Kurung ,"Regol, Bandung",2,2,1,1750000000,130,145
Dijual Luas Rumah Nyaman Siap Huni Asri di Curug Candung,"Regol, Bandung",4,4,3,1920000000,389,249
Jual Rumah Strategis Furnish Sayap Buah Batu Kembar Mas Bandung,"Regol, Bandung",5,3,2,5000000000,463,500
JUAL RUMAH LUX DI ANCOL TIMUR,"Regol, Bandung",4,3,3,3950000000,232,300
Rumah 3 Lt Bagus Dekat Kembar Sayap Moch Toha BKR Kota Bandung,"Regol, Bandung",6,5,2,2750000000,120,250
Rumah Murah Lokasi Strategis Suryalaya Terawat,"Regol, Bandung",5,5,1,3500000000,277,400
Rumah Pasirluyu Sayap Buahbatu siap huni ,"Regol, Bandung",3,3,1,1850000000,134,122
Dijual Cepat Rumah Area Kembar Bandung 2 Lantai,"Regol, Bandung",6,3,3,2500000000,202,220
Dijual Rumah di Jalan Kembar Regol Bandung,"Regol, Bandung",4,5,2,28500000000,197,180
RUMAH 2 LANTAI JALAN KEMBAR BANDUNG,"Regol, Bandung",3,2,0,2200000000,140,120
Rumah Tengah Kota daerah Kembar Timur 3 Bandung ,"Regol, Bandung",2,2,1,2250000000,210,150
Rumah Siap Huni 2 Lantai Daerah Sayap Mohammad Ramdhan Bandung,"Regol, Bandung",4,3,0,1850000000,100,136
Rumah Hoek Luas Nyaman Dalam Cluster di Pasirluyu Bandung,"Regol, Bandung",4,3,1,2850000000,201,250
Rumah Baru 100 Smarthome Pusat Kota di Kembar Sari Bandung,"Regol, Bandung",3,3,0,2150000000,125,140
Rumah 2 Lantai Unfurnished SHM Di Terusan Sutami Bandung Utara,"Sukajadi, Bandung",3,2,2,1700000000,108,120
Rumah Karanglayung Parkir Luas Ukuran Pas,"Sukajadi, Bandung",4,3,5,11000000000,435,250
Rumah Asri  2 Lantai Sayap Sukajadi,"Sukajadi, Bandung",4,3,3,7000000000,375,200
Di jual rumah kost sayap sukajadi investasi good,"Sukajadi, Bandung",15,15,1,16500000000,1000,400
"Rumah Nyaman Dan Asri, Lembah Sukaresmi di Bandung Utara.","Sukajadi, Bandung",5,3,3,9000000000,742,500
Rumah Murah Harga Njop Lembah Sukaresmi Sukajadi Bandung Utara,"Sukajadi, Bandung",5,5,3,8000000000,878,1000
"Rumah Siap Huni di Sayap Sukajadi, dekat PVJ dan pasar","Sukajadi, Bandung",4,4,2,10500000000,740,500
"Rumah 1,5 Lantai Strategis SHM di Babakan Jeruk Kota Bandung","Sukajadi, Bandung",7,5,2,2900000000,223,300
Rumah 2 Lantai Strategis Terawat SHM Babakan Jeruk Kota Bandung,"Sukajadi, Bandung",2,2,2,4500000000,246,330
"Rumah Mewah 3 Lantai di Sukajadi , Sukaresmi Bandung","Sukajadi, Bandung",5,7,5,8500000000,880,1100
"Rumah Luas Murah dekat Mall Pvj, Sukajadi Bandung","Sukajadi, Bandung",5,3,2,8000000000,620,375
Rumah cantik siap huni di Setra indah Bagus 2 Lantai hdp timur,"Sukajadi, Bandung",4,5,1,3900000000,336,400
Setra Indah - Bangunan Bagus Hommy Siap Huni - Halaman Depan Belakang Full Canopy  - Turun Harga Jual Cepat (Good Invest),"Sukajadi, Bandung",7,3,2,5500000000,435,350
Jual Rumah Sayap Babakan Jeruk 1 Tsm,"Sukajadi, Bandung",3,2,0,895000000,140,200
"Mewah Hook 2 Lantai, Dibawah NJOP!!Murah ,Langka Dekat PVJ, Jual Super Cepat.","Sukajadi, Bandung",5,5,2,8500000000,878,1100
Rumah Luas Mewah Semi Furnished SHM di Babakan Jeruk Kota Bandung,"Sukajadi, Bandung",9,11,10,22000000000,870,900
Rumah Bagus Strategis Dekat Maranatha SHM Babakan Jeruk Bandung,"Sukajadi, Bandung",3,3,2,4500000000,368,200
Rumah Bagus Strategis Dekat Maranatha SHM Babakan Jeruk Bandung,"Sukajadi, Bandung",7,3,1,2600000000,210,160
Rumah Strategis Luas Pinggir Jalan di Sayap Sukajadi Kota Bandung,"Sukajadi, Bandung",5,4,4,22000000000,568,1100
Dijual segera nego sampai deal rumah minimalis 2 lantai di gerlong,"Sukajadi, Bandung",4,3,1,1970000000,134,140
Rumah Bagus Minimalis Di Komplek Setra duta Kota Bandung ,"Sukajadi, Bandung",4,3,4,3500000000,163,210
"Jual BU Rumah Hitung Tanah Karang Layung Sayap Sukajadi, Kawasan Elite di Bandung Utara","Sukajadi, Bandung",4,2,2,11200000000,825,300
Dijual Cepat Guesthouse Aktif Okupansi Bagus Murah Di Sukajadi,"Sukajadi, Bandung",12,14,5,4750000000,223,660
DI  RUMAH & KOST SUKAJADI KOTA BANDUNG,"Sukajadi, Bandung",37,31,0,12500000000,1227,800
Jual Cepat Murah Hotel di Sayap Sukajadi Bandung,"Sukajadi, Bandung",12,14,5,4800000000,223,600
Jual Cepat Rumah Minimalis di Sukajadi Tengah Kota Bandung,"Sukajadi, Bandung",5,3,1,2400000000,132,144
"Rumah Setraduta Bagus Unik Di Setraduta, Sukajadi","Sukajadi, Bandung",3,2,0,2500000000,76,250
HOT DEAL SALE!! YUK MILIKI RUMAH CANTIK HARGA KEREN!! Rumah Kawasan Setra Indah,"Sukajadi, Bandung",3,2,0,850000000,56,100
Rumah Bagus berbentuk kontrakkan Di Pasteur,"Sukajadi, Bandung",5,1,0,900000000,100,120
Rumah Griya Raya Siap Huni Letak Strategis,"Sukajadi, Bandung",8,7,0,11000000000,372,500
Rumah Murah Cipaganti Sukajadi Kota Bandung,"Sukajadi, Bandung",4,3,1,2650000000,246,140
"Investasi Rumah Kost 10 Kamar, Jalan Jurang Sukajadi, Dalam Gang","Sukajadi, Bandung",10,2,0,500000000,67,120
Rumah Kosan Murah Pisan di Sayap Sukajadi Setiabudi Bandung,"Sukajadi, Bandung",10,4,2,1650000000,243,300
"Rumah Bagus SHM 2 Lantai di Mainroad Sukajadi, Bandung","Sukajadi, Bandung",7,5,2,6000000000,286,350
Dijual Kos Premium 100 Kamar 4 Lantai Furnish di Cibogo,"Sukajadi, Bandung",99,99,0,45000000000,2454,4000
Dijual Cepat Rumah Bagus Siap Huni di Sukajadi Bandung,"Sukajadi, Bandung",3,2,2,6000000000,411,300
Bandung Asri Euy.. Buy Rumah Setra Indah Sayap Sukajadi Bandung,"Sukajadi, Bandung",4,3,1,3500000000,252,210
Rumah Bagus Nyaman Terawat Setraduta Bandung,"Sukajadi, Bandung",4,3,2,3500000000,200,250
Sewa Langka Rumah 2 Lantai Semi Furnish Daerah Setrawangi Bandung,"Sukajadi, Bandung",4,3,1,95000000,250,380
Dijual Rumah Luas Terawat Siap Huni di Sukajadi Bandung Utara ,"Sukajadi, Bandung",3,1,1,6000000000,411,300
Rumah Luas Nyaman Terawat Siap Huni di Sukajadi Bandung,"Sukajadi, Bandung",3,2,2,6000000000,411,300
"Dijual Rumah 2 Lantai Furnished SHM di Surya Setrasari, Bandung","Sukajadi, Bandung",4,3,2,6500000000,327,460
Balik Ke Rumah Nyaman Di Cipedes Sukajadi Bandung Kota,"Sukajadi, Bandung",3,2,0,1500000000,97,140
Rumah Lux Di Sukajadi Mainroad Dekat Mall PVJ,"Sukajadi, Bandung",4,3,4,25000000000,689,700
GAK NYESEL BELI  RUMAH CAKEP  MAINROAD SAYAP SUKAJADI BANDUNG,"Sukajadi, Bandung",3,3,2,7000000000,274,250
Jual Rumah 2 Lantai Luas Dan Bagus di Babakan Jeruk,"Sukajadi, Bandung",4,3,0,14000000000,745,486
Rumah Baru 2 Lantai Grand D pillar Residence Bebas Banjir,"Sukajadi, Bandung",4,3,1,1300000000,78,100
Rumah mewah di Jl setra sirna 2 Lantai Bagus Timur Jual cepat,"Sukajadi, Bandung",4,4,2,12000000000,400,400
Rumah Terawat Strategis Siap Huni di Sutami,"Sukajadi, Bandung",5,4,1,5800000000,181,207
Rumah Cantik Minimalis di Sayap Sutami Bandung,"Sukajadi, Bandung",3,3,0,2200000000,165,180
"Rumah Mewah 3 Lantai Bagus SHM di Sukajadi, Bandung","Sukajadi, Bandung",4,3,4,25000000000,689,700
"Rumah 1,5 Lantai di Pasteur Dkt Rs Hasan Sadikin Puskot","Sukajadi, Bandung",6,2,2,2100000000,183,180
Rumah Dibawah Njop Di Sukajadi Bandung Sangat Menarik,"Sukajadi, Bandung",7,5,1,8500000000,1510,400
Lagi Bu Cluster Sutami Surya Sumantri Setra Sari Bandung Utara Rq,"Sukajadi, Bandung",4,3,1,3250000000,187,240
Vila Investasi Passive Income hingga 65jt/thn SHM,"Sukajadi, Bandung",1,1,1,398000000,42,40
Vila Investasi Passive Income Hingga 97jt/thn SHM,"Sukajadi, Bandung",2,2,2,597000000,54,60
Dijual rumah kosan terawat full furnished aktif Pasteur,"Sukajadi, Bandung",21,21,7,6500000000,360,660
Rumah 2 Lantai di Gegerkalong Bdg SHM UPI Mountain View,"Sukajadi, Bandung",2,1,2,577000000,60,60
"Rumah Nyaman Dan Strategis di Sukajadi, Bandung","Sukajadi, Bandung",7,3,1,2700000000,210,160
Rumah 2 Lantai Dijual di Grand D pillar Bebas Banjir,"Sukajadi, Bandung",4,2,1,1300000000,78,100
"Dijual Rumah Semi Furnished SHM di Pasirkaliki, Bandung","Sukajadi, Bandung",10,5,8,35000000000,630,349
Rumah Besar Dan Mewah di Mainroad Sukajadi,"Sukajadi, Bandung",5,4,4,30000000000,691,700
Dijual Hotel Di Sukajadi Bandung Strategis,"Sukajadi, Bandung",46,46,5,20000000000,679,2000
Rumah Cantik Di Jl Babakan Jeruk Sukajadi Bandung,"Sukajadi, Bandung",9,11,0,22000000000,870,900
Dijual Rumah Mewah Asri Strategis di Karang Setra Bandung,"Sukajadi, Bandung",5,2,2,7000000000,428,300
Murah Karangsetra sayap Sukajadi bangunan Belanda ,"Sukajadi, Bandung",6,5,12,22000000000,1041,450
"Rumah 1,5 Lantai di Sayap Sukajadi dekat PVJ","Sukajadi, Bandung",6,2,2,6250000000,428,350
Rumah dan Home Industri di Sayap Sukajadi,"Sukajadi, Bandung",4,5,3,28000000000,998,1033
Dijual Rumah Minimalis Modern Full Furnished di Sukajadi Bandung,"Sukajadi, Bandung",4,3,1,2250000000,120,145
Rumah di Gegerkalong Bandung 3 Kamar Tidur  dekat UPI,"Sukajadi, Bandung",3,1,1,647000000,61,61
Jual Rumah Taman Luas Dekat Tol Pasteur Sayap Sukajadi Bandung,"Sukajadi, Bandung",7,4,10,10500000000,1061,407
Dijual RUMAH MINIMALIS MODERN dekat PVJ,"Sukajadi, Bandung",4,3,2,11500000000,490,500
Rumah Modern Minimalis Sayap Sukajadi Siap Huni,"Sukajadi, Bandung",3,3,0,2250000000,100,175
Rumah Kostan Strategis Bagus Nyaman Terawat Di Jln Babakan Jeruk,"Sukajadi, Bandung",14,14,0,1300000000,120,150
Rumah Siap Huni Turun Harga Lahan Luas Di Jalan Cemara Sukajadi Pasteur Bandung,"Sukajadi, Bandung",7,6,0,10500000000,1061,220
Rumah Bagus SHM di Babakan Jeruk Pasteur Bandung,"Sukajadi, Bandung",6,4,2,7000000000,426,210
JARANG ADA Rumah Dijual Murah Belakang PVJ Sukajadi Kota Bandung dengan 2 Kamar,"Sukajadi, Bandung",2,2,0,250000000,45,45
Rumah Modern Minimalis Sayap Sukajadi Siap Huni,"Sukajadi, Bandung",3,3,0,2250000000,100,175
For Sale Rumah di Terusan Sutami - Bandung Utara,"Sukajadi, Bandung",6,5,0,23000000000,822,900
Bandung Asri Euy.. Buy Rumah Setra Indah Sayap Sukajadi Bandung,"Sukajadi, Bandung",4,3,1,3500000000,252,210
"Rumah Nyaman Dijual Cepat Siap Huni di Sukajadi, Bandung","Sukajadi, Bandung",8,3,2,8500000000,450,200
"Rumah Strategis Cocok Untuk Usaha di Sukajadi, Bandung","Sukajadi, Bandung",8,3,1,8500000000,450,200
Rumah Mewah Dan Luas di Setrawangi Sukajadi Bandung,"Sukajadi, Bandung",4,4,0,8000000000,494,500
Rumah Hitung Tanah Dekat Tol Pasteur di Sayap Sutami Bandung,"Sukajadi, Bandung",5,4,4,16000000000,800,360
Jual Rumah Minimalis Modern di Sayap Sukajadi,"Sukajadi, Bandung",4,3,2,11500000000,490,500
Rumah SHM di Setiabudi UPI 2 Lantai Bandung City View ,"Sukajadi, Bandung",2,2,2,577000000,61,61
Rumah full furnished sukajadi dkt karang setra bandung utara,"Sukajadi, Bandung",6,6,3,6700000000,387,600
"Rumah Murah Stragis SHM di Sutami Sukajadi, Bandung","Sukajadi, Bandung",6,4,3,6500000000,621,400
Dijual Rumah Minimalis Sayap Sutami,"Sukajadi, Bandung",4,4,0,2400000000,104,60
Rumah Nyaman Siap Huni di Cemara Bandung,"Sukajadi, Bandung",4,3,1,3500000000,288,250
Dijual Rumah Siap Huni Terawat Nyaman di  Sukamulya ,"Sukajadi, Bandung",3,2,0,3900000000,220,120
"Rumah 2 Lantai Dalam Cluster, Furnished, Sayap Jalan Sukajadi","Sukajadi, Bandung",4,3,1,2500000000,135,180
Dijual Rumah 3 Lantai Full Furnished Area Sukaresmi,"Sukajadi, Bandung",5,7,3,8000000000,880,1100
Rumah Mewah Bagus Furnished SHM Setiabudi Sukajadi Bandung ,"Sukajadi, Bandung",3,3,1,2950000000,165,200
Rumah Mewah Bagus Furnished SHM Setiabudi Sukajadi Bandung ,"Sukajadi, Bandung",3,3,1,2950000000,165,200
"Rumah Nyaman Bagus Siap Huni di Setra Indah, Bandung","Sukajadi, Bandung",4,2,3,5000000000,435,350
"Rumah Bagus Nyaman Terawat Siap Huni di Setra Indah, Bandung","Sukajadi, Bandung",4,2,3,5000000000,435,350
"Rumah Cantik, Modern Minimalis di Gegerkalong","Sukajadi, Bandung",4,5,1,3500000000,237,203
Dijual Rumah Bagus 2lantai full renov Di Sukajadi Bandung ,"Sukajadi, Bandung",3,2,0,1300000000,107,135
Dijual Rumah Lux Di Kumala Garden Bandung ,"Sukajadi, Bandung",4,4,1,6500000000,247,450
Rumah Sarijadi Jalan Lebar Bisa Untuk Usaha,"Sukasari, Bandung",3,2,1,1200000000,98,80
Rumah Nyaman Asri Siap Huni di Budi Luhur Asri Bandung,"Sukasari, Bandung",3,3,2,1990000000,124,140
Rumah Mewah Nyaman Siap Huni di Budi Luhur Bandung,"Sukasari, Bandung",3,3,2,1890000000,115,130
Dijual Cepat Rumah Baru Unfurnished Siap Huni di Pondok Hijau Bandung,"Sukasari, Bandung",3,3,2,3300000000,182,235
Rumah Luas Terawat Akses Mobil SHM di Sarijadi Baru Kota Bandung,"Sukasari, Bandung",4,1,2,3000000000,210,160
Jual RUMAH & KAVLING KOSONG di Padasaluyu Bandung,"Sukasari, Bandung",5,4,5,43700000000,4378,1000
Rumah klasik terawat kokoh siap huni sdh renovasi bandung utara,"Sukasari, Bandung",5,3,1,3940000000,250,250
Setramurni - Bangunan Baru Halaman Depan & Belakang Siap Huni - Turun Harga Jual Cepat (Good Invest),"Sukasari, Bandung",6,4,4,4990000000,335,510
Dijual Rumah Baru Mewah Bagus di Setraduta Bandung Layak Huni,"Sukasari, Bandung",3,3,0,2520000000,80,180
"Rumah 3 Lantai Minimalis Jalan Lebar SHM di Sarijadi , Bandung","Sukasari, Bandung",5,3,1,1900000000,95,150
Rumah Luas Strategis Pinggir Jalan Jl.abadi Gegerkalong Bandung,"Sukasari, Bandung",4,2,2,4500000000,475,280
